file,date,fl_class,label
mdi.fd_M_96m_lev182.19960713_000000_TAI.npz,1996-07-13,,NF
mdi.fd_M_96m_lev182.19960715_000000_TAI.npz,1996-07-15,,NF
mdi.fd_M_96m_lev182.19960716_000000_TAI.npz,1996-07-16,,NF
mdi.fd_M_96m_lev182.19960718_000000_TAI.npz,1996-07-18,,NF
mdi.fd_M_96m_lev182.19960720_000000_TAI.npz,1996-07-20,,NF
mdi.fd_M_96m_lev182.19960721_000000_TAI.npz,1996-07-21,,NF
mdi.fd_M_96m_lev182.19960723_000000_TAI.npz,1996-07-23,,NF
mdi.fd_M_96m_lev182.19960725_000000_TAI.npz,1996-07-25,,NF
mdi.fd_M_96m_lev182.19960727_000000_TAI.npz,1996-07-27,,NF
mdi.fd_M_96m_lev182.19960728_000000_TAI.npz,1996-07-28,,NF
mdi.fd_M_96m_lev182.19960729_000000_TAI.npz,1996-07-29,,NF
mdi.fd_M_96m_lev182.19960730_000000_TAI.npz,1996-07-30,,NF
mdi.fd_M_96m_lev182.19960731_000000_TAI.npz,1996-07-31,B3.9,NF
mdi.fd_M_96m_lev182.19960801_000000_TAI.npz,1996-08-01,B3.1,NF
mdi.fd_M_96m_lev182.19960802_000000_TAI.npz,1996-08-02,B2.8,NF
mdi.fd_M_96m_lev182.19960803_000000_TAI.npz,1996-08-03,B4.8,NF
mdi.fd_M_96m_lev182.19960804_000000_TAI.npz,1996-08-04,B5.4,NF
mdi.fd_M_96m_lev182.19960805_000000_TAI.npz,1996-08-05,B5.5,NF
mdi.fd_M_96m_lev182.19960806_000000_TAI.npz,1996-08-06,C1.5,C
mdi.fd_M_96m_lev182.19960807_000000_TAI.npz,1996-08-07,C1.0,C
mdi.fd_M_96m_lev182.19960808_000000_TAI.npz,1996-08-08,B2.7,NF
mdi.fd_M_96m_lev182.19960809_000000_TAI.npz,1996-08-09,,NF
mdi.fd_M_96m_lev182.19960810_000000_TAI.npz,1996-08-10,B1.7,NF
mdi.fd_M_96m_lev182.19960811_000000_TAI.npz,1996-08-11,,NF
mdi.fd_M_96m_lev182.19960812_000000_TAI.npz,1996-08-12,,NF
mdi.fd_M_96m_lev182.19960813_000000_TAI.npz,1996-08-13,,NF
mdi.fd_M_96m_lev182.19960814_000000_TAI.npz,1996-08-14,,NF
mdi.fd_M_96m_lev182.19960815_000000_TAI.npz,1996-08-15,B1.2,NF
mdi.fd_M_96m_lev182.19960816_000000_TAI.npz,1996-08-16,,NF
mdi.fd_M_96m_lev182.19960817_000000_TAI.npz,1996-08-17,,NF
mdi.fd_M_96m_lev182.19960818_000000_TAI.npz,1996-08-18,,NF
mdi.fd_M_96m_lev182.19960819_000000_TAI.npz,1996-08-19,,NF
mdi.fd_M_96m_lev182.19960820_000000_TAI.npz,1996-08-20,,NF
mdi.fd_M_96m_lev182.19960821_000000_TAI.npz,1996-08-21,B1.4,NF
mdi.fd_M_96m_lev182.19960822_000000_TAI.npz,1996-08-22,C4.5,C
mdi.fd_M_96m_lev182.19960823_000000_TAI.npz,1996-08-23,C1.2,C
mdi.fd_M_96m_lev182.19960824_000000_TAI.npz,1996-08-24,B2.9,NF
mdi.fd_M_96m_lev182.19960825_000000_TAI.npz,1996-08-25,C1.0,C
mdi.fd_M_96m_lev182.19960826_000000_TAI.npz,1996-08-26,B5.5,NF
mdi.fd_M_96m_lev182.19960827_000000_TAI.npz,1996-08-27,,NF
mdi.fd_M_96m_lev182.19960828_000000_TAI.npz,1996-08-28,C1.3,C
mdi.fd_M_96m_lev182.19960830_000000_TAI.npz,1996-08-30,B1.0,NF
mdi.fd_M_96m_lev182.19960831_000000_TAI.npz,1996-08-31,B5.1,NF
mdi.fd_M_96m_lev182.19960901_000000_TAI.npz,1996-09-01,,NF
mdi.fd_M_96m_lev182.19960906_000000_TAI.npz,1996-09-06,,NF
mdi.fd_M_96m_lev182.19960907_000000_TAI.npz,1996-09-07,,NF
mdi.fd_M_96m_lev182.19960909_000000_TAI.npz,1996-09-09,,NF
mdi.fd_M_96m_lev182.19960911_000000_TAI.npz,1996-09-11,,NF
mdi.fd_M_96m_lev182.19960913_000000_TAI.npz,1996-09-13,,NF
mdi.fd_M_96m_lev182.19960914_000000_TAI.npz,1996-09-14,,NF
mdi.fd_M_96m_lev182.19960915_000000_TAI.npz,1996-09-15,,NF
mdi.fd_M_96m_lev182.19960917_000000_TAI.npz,1996-09-17,,NF
mdi.fd_M_96m_lev182.19960918_000000_TAI.npz,1996-09-18,,NF
mdi.fd_M_96m_lev182.19960919_000000_TAI.npz,1996-09-19,,NF
mdi.fd_M_96m_lev182.19960920_000000_TAI.npz,1996-09-20,,NF
mdi.fd_M_96m_lev182.19960921_000000_TAI.npz,1996-09-21,,NF
mdi.fd_M_96m_lev182.19960922_000000_TAI.npz,1996-09-22,,NF
mdi.fd_M_96m_lev182.19960923_000000_TAI.npz,1996-09-23,,NF
mdi.fd_M_96m_lev182.19960924_000000_TAI.npz,1996-09-24,,NF
mdi.fd_M_96m_lev182.19960925_000000_TAI.npz,1996-09-25,,NF
mdi.fd_M_96m_lev182.19960926_000000_TAI.npz,1996-09-26,,NF
mdi.fd_M_96m_lev182.19960927_000000_TAI.npz,1996-09-27,,NF
mdi.fd_M_96m_lev182.19960928_000000_TAI.npz,1996-09-28,B1.6,NF
mdi.fd_M_96m_lev182.19960929_000000_TAI.npz,1996-09-29,,NF
mdi.fd_M_96m_lev182.19960930_000000_TAI.npz,1996-09-30,,NF
mdi.fd_M_96m_lev182.19961001_000000_TAI.npz,1996-10-01,,NF
mdi.fd_M_96m_lev182.19961003_000000_TAI.npz,1996-10-03,,NF
mdi.fd_M_96m_lev182.19961005_000000_TAI.npz,1996-10-05,,NF
mdi.fd_M_96m_lev182.19961006_000000_TAI.npz,1996-10-06,,NF
mdi.fd_M_96m_lev182.19961007_000000_TAI.npz,1996-10-07,,NF
mdi.fd_M_96m_lev182.19961009_000000_TAI.npz,1996-10-09,,NF
mdi.fd_M_96m_lev182.19961010_000000_TAI.npz,1996-10-10,,NF
mdi.fd_M_96m_lev182.19961011_000000_TAI.npz,1996-10-11,,NF
mdi.fd_M_96m_lev182.19961012_000000_TAI.npz,1996-10-12,,NF
mdi.fd_M_96m_lev182.19961013_000000_TAI.npz,1996-10-13,,NF
mdi.fd_M_96m_lev182.19961014_000000_TAI.npz,1996-10-14,,NF
mdi.fd_M_96m_lev182.19961015_000000_TAI.npz,1996-10-15,,NF
mdi.fd_M_96m_lev182.19961016_000000_TAI.npz,1996-10-16,,NF
mdi.fd_M_96m_lev182.19961017_000000_TAI.npz,1996-10-17,,NF
mdi.fd_M_96m_lev182.19961018_000000_TAI.npz,1996-10-18,,NF
mdi.fd_M_96m_lev182.19961019_000000_TAI.npz,1996-10-19,B0.6,NF
mdi.fd_M_96m_lev182.19961020_000000_TAI.npz,1996-10-20,B1.0,NF
mdi.fd_M_96m_lev182.19961021_000000_TAI.npz,1996-10-21,,NF
mdi.fd_M_96m_lev182.19961022_000000_TAI.npz,1996-10-22,,NF
mdi.fd_M_96m_lev182.19961024_000000_TAI.npz,1996-10-24,,NF
mdi.fd_M_96m_lev182.19961026_000000_TAI.npz,1996-10-26,,NF
mdi.fd_M_96m_lev182.19961027_000000_TAI.npz,1996-10-27,,NF
mdi.fd_M_96m_lev182.19961028_000000_TAI.npz,1996-10-28,,NF
mdi.fd_M_96m_lev182.19961029_000000_TAI.npz,1996-10-29,,NF
mdi.fd_M_96m_lev182.19961030_000000_TAI.npz,1996-10-30,,NF
mdi.fd_M_96m_lev182.19961031_000000_TAI.npz,1996-10-31,,NF
mdi.fd_M_96m_lev182.19961101_000000_TAI.npz,1996-11-01,,NF
mdi.fd_M_96m_lev182.19961102_000000_TAI.npz,1996-11-02,,NF
mdi.fd_M_96m_lev182.19961103_000000_TAI.npz,1996-11-03,,NF
mdi.fd_M_96m_lev182.19961104_000000_TAI.npz,1996-11-04,,NF
mdi.fd_M_96m_lev182.19961105_000000_TAI.npz,1996-11-05,,NF
mdi.fd_M_96m_lev182.19961106_000000_TAI.npz,1996-11-06,,NF
mdi.fd_M_96m_lev182.19961107_000000_TAI.npz,1996-11-07,,NF
mdi.fd_M_96m_lev182.19961108_000000_TAI.npz,1996-11-08,,NF
mdi.fd_M_96m_lev182.19961109_000000_TAI.npz,1996-11-09,B8.9,NF
mdi.fd_M_96m_lev182.19961110_000000_TAI.npz,1996-11-10,,NF
mdi.fd_M_96m_lev182.19961111_000000_TAI.npz,1996-11-11,B3.3,NF
mdi.fd_M_96m_lev182.19961112_000000_TAI.npz,1996-11-12,,NF
mdi.fd_M_96m_lev182.19961113_000000_TAI.npz,1996-11-13,B1.8,NF
mdi.fd_M_96m_lev182.19961114_000000_TAI.npz,1996-11-14,,NF
mdi.fd_M_96m_lev182.19961115_000000_TAI.npz,1996-11-15,,NF
mdi.fd_M_96m_lev182.19961118_000000_TAI.npz,1996-11-18,,NF
mdi.fd_M_96m_lev182.19961119_000000_TAI.npz,1996-11-19,,NF
mdi.fd_M_96m_lev182.19961120_000000_TAI.npz,1996-11-20,,NF
mdi.fd_M_96m_lev182.19961121_000000_TAI.npz,1996-11-21,B1.7,NF
mdi.fd_M_96m_lev182.19961122_000000_TAI.npz,1996-11-22,B2.2,NF
mdi.fd_M_96m_lev182.19961125_000000_TAI.npz,1996-11-25,C8.0,C
mdi.fd_M_96m_lev182.19961126_000000_TAI.npz,1996-11-26,C1.6,C
mdi.fd_M_96m_lev182.19961127_000000_TAI.npz,1996-11-27,B8.9,NF
mdi.fd_M_96m_lev182.19961128_000000_TAI.npz,1996-11-28,C1.3,C
mdi.fd_M_96m_lev182.19961129_000000_TAI.npz,1996-11-29,M1.0,M
mdi.fd_M_96m_lev182.19961130_000000_TAI.npz,1996-11-30,C8.6,C
mdi.fd_M_96m_lev182.19961201_000000_TAI.npz,1996-12-01,C5.2,C
mdi.fd_M_96m_lev182.19961202_000000_TAI.npz,1996-12-02,C2.7,C
mdi.fd_M_96m_lev182.19961203_000000_TAI.npz,1996-12-03,B3.3,NF
mdi.fd_M_96m_lev182.19961205_000000_TAI.npz,1996-12-05,,NF
mdi.fd_M_96m_lev182.19961207_000000_TAI.npz,1996-12-07,,NF
mdi.fd_M_96m_lev182.19961208_000000_TAI.npz,1996-12-08,,NF
mdi.fd_M_96m_lev182.19961209_000000_TAI.npz,1996-12-09,B8.1,NF
mdi.fd_M_96m_lev182.19961210_000000_TAI.npz,1996-12-10,B1.7,NF
mdi.fd_M_96m_lev182.19961211_000000_TAI.npz,1996-12-11,C1.1,C
mdi.fd_M_96m_lev182.19961212_000000_TAI.npz,1996-12-12,B7.6,NF
mdi.fd_M_96m_lev182.19961213_000000_TAI.npz,1996-12-13,B4.3,NF
mdi.fd_M_96m_lev182.19961214_000000_TAI.npz,1996-12-14,B1.9,NF
mdi.fd_M_96m_lev182.19961215_000000_TAI.npz,1996-12-15,B2.0,NF
mdi.fd_M_96m_lev182.19961216_000000_TAI.npz,1996-12-16,C2.9,C
mdi.fd_M_96m_lev182.19961217_000000_TAI.npz,1996-12-17,B2.0,NF
mdi.fd_M_96m_lev182.19961218_000000_TAI.npz,1996-12-18,B2.1,NF
mdi.fd_M_96m_lev182.19961220_000000_TAI.npz,1996-12-20,B2.9,NF
mdi.fd_M_96m_lev182.19961221_000000_TAI.npz,1996-12-21,B1.8,NF
mdi.fd_M_96m_lev182.19961222_000000_TAI.npz,1996-12-22,,NF
mdi.fd_M_96m_lev182.19961223_000000_TAI.npz,1996-12-23,B2.3,NF
mdi.fd_M_96m_lev182.19961224_000000_TAI.npz,1996-12-24,C2.1,C
mdi.fd_M_96m_lev182.19961225_000000_TAI.npz,1996-12-25,,NF
mdi.fd_M_96m_lev182.19961226_000000_TAI.npz,1996-12-26,,NF
mdi.fd_M_96m_lev182.19961227_000000_TAI.npz,1996-12-27,,NF
mdi.fd_M_96m_lev182.19961228_000000_TAI.npz,1996-12-28,,NF
mdi.fd_M_96m_lev182.19961229_000000_TAI.npz,1996-12-29,,NF
mdi.fd_M_96m_lev182.19961230_000000_TAI.npz,1996-12-30,,NF
mdi.fd_M_96m_lev182.19961231_000000_TAI.npz,1996-12-31,,NF
mdi.fd_M_96m_lev182.19970101_000000_TAI.npz,1997-01-01,,NF
mdi.fd_M_96m_lev182.19970102_000000_TAI.npz,1997-01-02,,NF
mdi.fd_M_96m_lev182.19970103_000000_TAI.npz,1997-01-03,,NF
mdi.fd_M_96m_lev182.19970104_000000_TAI.npz,1997-01-04,,NF
mdi.fd_M_96m_lev182.19970105_000000_TAI.npz,1997-01-05,A6,NF
mdi.fd_M_96m_lev182.19970106_000000_TAI.npz,1997-01-06,A7,NF
mdi.fd_M_96m_lev182.19970107_000000_TAI.npz,1997-01-07,A7,NF
mdi.fd_M_96m_lev182.19970108_000000_TAI.npz,1997-01-08,,NF
mdi.fd_M_96m_lev182.19970109_000000_TAI.npz,1997-01-09,,NF
mdi.fd_M_96m_lev182.19970110_000000_TAI.npz,1997-01-10,,NF
mdi.fd_M_96m_lev182.19970111_000000_TAI.npz,1997-01-11,,NF
mdi.fd_M_96m_lev182.19970114_000000_TAI.npz,1997-01-14,,NF
mdi.fd_M_96m_lev182.19970115_000000_TAI.npz,1997-01-15,,NF
mdi.fd_M_96m_lev182.19970116_000000_TAI.npz,1997-01-16,B1.1,NF
mdi.fd_M_96m_lev182.19970117_000000_TAI.npz,1997-01-17,,NF
mdi.fd_M_96m_lev182.19970118_000000_TAI.npz,1997-01-18,,NF
mdi.fd_M_96m_lev182.19970119_000000_TAI.npz,1997-01-19,A8.1,NF
mdi.fd_M_96m_lev182.19970120_000000_TAI.npz,1997-01-20,B4.5,NF
mdi.fd_M_96m_lev182.19970121_000000_TAI.npz,1997-01-21,,NF
mdi.fd_M_96m_lev182.19970122_000000_TAI.npz,1997-01-22,,NF
mdi.fd_M_96m_lev182.19970123_000000_TAI.npz,1997-01-23,,NF
mdi.fd_M_96m_lev182.19970124_000000_TAI.npz,1997-01-24,,NF
mdi.fd_M_96m_lev182.19970125_000000_TAI.npz,1997-01-25,,NF
mdi.fd_M_96m_lev182.19970126_000000_TAI.npz,1997-01-26,,NF
mdi.fd_M_96m_lev182.19970127_000000_TAI.npz,1997-01-27,B1.3,NF
mdi.fd_M_96m_lev182.19970128_000000_TAI.npz,1997-01-28,,NF
mdi.fd_M_96m_lev182.19970129_000000_TAI.npz,1997-01-29,B5.8,NF
mdi.fd_M_96m_lev182.19970131_000000_TAI.npz,1997-01-31,,NF
mdi.fd_M_96m_lev182.19970201_000000_TAI.npz,1997-02-01,,NF
mdi.fd_M_96m_lev182.19970202_000000_TAI.npz,1997-02-02,C2.6,C
mdi.fd_M_96m_lev182.19970203_000000_TAI.npz,1997-02-03,B7.2,NF
mdi.fd_M_96m_lev182.19970204_000000_TAI.npz,1997-02-04,C1.8,C
mdi.fd_M_96m_lev182.19970205_000000_TAI.npz,1997-02-05,,NF
mdi.fd_M_96m_lev182.19970206_000000_TAI.npz,1997-02-06,,NF
mdi.fd_M_96m_lev182.19970207_000000_TAI.npz,1997-02-07,B1.2,NF
mdi.fd_M_96m_lev182.19970208_000000_TAI.npz,1997-02-08,B3.3,NF
mdi.fd_M_96m_lev182.19970209_000000_TAI.npz,1997-02-09,,NF
mdi.fd_M_96m_lev182.19970210_000000_TAI.npz,1997-02-10,,NF
mdi.fd_M_96m_lev182.19970211_000000_TAI.npz,1997-02-11,,NF
mdi.fd_M_96m_lev182.19970212_000000_TAI.npz,1997-02-12,,NF
mdi.fd_M_96m_lev182.19970213_000000_TAI.npz,1997-02-13,,NF
mdi.fd_M_96m_lev182.19970214_000000_TAI.npz,1997-02-14,,NF
mdi.fd_M_96m_lev182.19970215_000000_TAI.npz,1997-02-15,,NF
mdi.fd_M_96m_lev182.19970216_000000_TAI.npz,1997-02-16,,NF
mdi.fd_M_96m_lev182.19970217_000000_TAI.npz,1997-02-17,,NF
mdi.fd_M_96m_lev182.19970218_000000_TAI.npz,1997-02-18,,NF
mdi.fd_M_96m_lev182.19970219_000000_TAI.npz,1997-02-19,C3.9,C
mdi.fd_M_96m_lev182.19970220_000000_TAI.npz,1997-02-20,C4.8,C
mdi.fd_M_96m_lev182.19970221_000000_TAI.npz,1997-02-21,B1.3,NF
mdi.fd_M_96m_lev182.19970222_000000_TAI.npz,1997-02-22,,NF
mdi.fd_M_96m_lev182.19970223_000000_TAI.npz,1997-02-23,B7.2,NF
mdi.fd_M_96m_lev182.19970224_000000_TAI.npz,1997-02-24,,NF
mdi.fd_M_96m_lev182.19970225_000000_TAI.npz,1997-02-25,B1.2,NF
mdi.fd_M_96m_lev182.19970226_000000_TAI.npz,1997-02-26,,NF
mdi.fd_M_96m_lev182.19970227_000000_TAI.npz,1997-02-27,,NF
mdi.fd_M_96m_lev182.19970228_000000_TAI.npz,1997-02-28,,NF
mdi.fd_M_96m_lev182.19970301_000000_TAI.npz,1997-03-01,,NF
mdi.fd_M_96m_lev182.19970302_000000_TAI.npz,1997-03-02,,NF
mdi.fd_M_96m_lev182.19970303_000000_TAI.npz,1997-03-03,,NF
mdi.fd_M_96m_lev182.19970304_000000_TAI.npz,1997-03-04,,NF
mdi.fd_M_96m_lev182.19970305_000000_TAI.npz,1997-03-05,B4.3,NF
mdi.fd_M_96m_lev182.19970306_000000_TAI.npz,1997-03-06,B8.9,NF
mdi.fd_M_96m_lev182.19970307_000000_TAI.npz,1997-03-07,,NF
mdi.fd_M_96m_lev182.19970308_000000_TAI.npz,1997-03-08,,NF
mdi.fd_M_96m_lev182.19970309_000000_TAI.npz,1997-03-09,B3.2,NF
mdi.fd_M_96m_lev182.19970310_000000_TAI.npz,1997-03-10,,NF
mdi.fd_M_96m_lev182.19970311_000000_TAI.npz,1997-03-11,,NF
mdi.fd_M_96m_lev182.19970312_000000_TAI.npz,1997-03-12,,NF
mdi.fd_M_96m_lev182.19970313_000000_TAI.npz,1997-03-13,,NF
mdi.fd_M_96m_lev182.19970314_000000_TAI.npz,1997-03-14,B3.1,NF
mdi.fd_M_96m_lev182.19970315_000000_TAI.npz,1997-03-15,,NF
mdi.fd_M_96m_lev182.19970316_000000_TAI.npz,1997-03-16,B1.8,NF
mdi.fd_M_96m_lev182.19970317_000000_TAI.npz,1997-03-17,,NF
mdi.fd_M_96m_lev182.19970318_000000_TAI.npz,1997-03-18,,NF
mdi.fd_M_96m_lev182.19970319_000000_TAI.npz,1997-03-19,,NF
mdi.fd_M_96m_lev182.19970320_000000_TAI.npz,1997-03-20,,NF
mdi.fd_M_96m_lev182.19970323_000000_TAI.npz,1997-03-23,,NF
mdi.fd_M_96m_lev182.19970325_000000_TAI.npz,1997-03-25,,NF
mdi.fd_M_96m_lev182.19970326_000000_TAI.npz,1997-03-26,,NF
mdi.fd_M_96m_lev182.19970327_000000_TAI.npz,1997-03-27,C1.0,C
mdi.fd_M_96m_lev182.19970329_000000_TAI.npz,1997-03-29,B3.4,NF
mdi.fd_M_96m_lev182.19970330_000000_TAI.npz,1997-03-30,B1.8,NF
mdi.fd_M_96m_lev182.19970331_000000_TAI.npz,1997-03-31,B2.1,NF
mdi.fd_M_96m_lev182.19970401_000000_TAI.npz,1997-04-01,C2.2,C
mdi.fd_M_96m_lev182.19970402_000000_TAI.npz,1997-04-02,C2.2,C
mdi.fd_M_96m_lev182.19970403_000000_TAI.npz,1997-04-03,C1.2,C
mdi.fd_M_96m_lev182.19970404_000000_TAI.npz,1997-04-04,B1.2,NF
mdi.fd_M_96m_lev182.19970405_000000_TAI.npz,1997-04-05,B5.6,NF
mdi.fd_M_96m_lev182.19970406_000000_TAI.npz,1997-04-06,B3.7,NF
mdi.fd_M_96m_lev182.19970408_000000_TAI.npz,1997-04-08,,NF
mdi.fd_M_96m_lev182.19970409_000000_TAI.npz,1997-04-09,C1.5,C
mdi.fd_M_96m_lev182.19970411_000000_TAI.npz,1997-04-11,,NF
mdi.fd_M_96m_lev182.19970412_000000_TAI.npz,1997-04-12,,NF
mdi.fd_M_96m_lev182.19970413_000000_TAI.npz,1997-04-13,B8.2,NF
mdi.fd_M_96m_lev182.19970414_000000_TAI.npz,1997-04-14,C1.2,C
mdi.fd_M_96m_lev182.19970416_000000_TAI.npz,1997-04-16,B3.5,NF
mdi.fd_M_96m_lev182.19970417_000000_TAI.npz,1997-04-17,B2.7,NF
mdi.fd_M_96m_lev182.19970418_000000_TAI.npz,1997-04-18,,NF
mdi.fd_M_96m_lev182.19970419_000000_TAI.npz,1997-04-19,,NF
mdi.fd_M_96m_lev182.19970420_000000_TAI.npz,1997-04-20,,NF
mdi.fd_M_96m_lev182.19970421_000000_TAI.npz,1997-04-21,,NF
mdi.fd_M_96m_lev182.19970422_000000_TAI.npz,1997-04-22,,NF
mdi.fd_M_96m_lev182.19970423_000000_TAI.npz,1997-04-23,,NF
mdi.fd_M_96m_lev182.19970424_000000_TAI.npz,1997-04-24,,NF
mdi.fd_M_96m_lev182.19970425_000000_TAI.npz,1997-04-25,,NF
mdi.fd_M_96m_lev182.19970426_000000_TAI.npz,1997-04-26,B6.8,NF
mdi.fd_M_96m_lev182.19970427_000000_TAI.npz,1997-04-27,,NF
mdi.fd_M_96m_lev182.19970428_000000_TAI.npz,1997-04-28,,NF
mdi.fd_M_96m_lev182.19970429_000000_TAI.npz,1997-04-29,,NF
mdi.fd_M_96m_lev182.19970430_000000_TAI.npz,1997-04-30,,NF
mdi.fd_M_96m_lev182.19970501_000000_TAI.npz,1997-05-01,,NF
mdi.fd_M_96m_lev182.19970502_000000_TAI.npz,1997-05-02,,NF
mdi.fd_M_96m_lev182.19970503_000000_TAI.npz,1997-05-03,B1.0,NF
mdi.fd_M_96m_lev182.19970504_000000_TAI.npz,1997-05-04,B1.7,NF
mdi.fd_M_96m_lev182.19970505_000000_TAI.npz,1997-05-05,B4.3,NF
mdi.fd_M_96m_lev182.19970506_000000_TAI.npz,1997-05-06,B1.2,NF
mdi.fd_M_96m_lev182.19970507_000000_TAI.npz,1997-05-07,B1.9,NF
mdi.fd_M_96m_lev182.19970508_000000_TAI.npz,1997-05-08,,NF
mdi.fd_M_96m_lev182.19970509_000000_TAI.npz,1997-05-09,,NF
mdi.fd_M_96m_lev182.19970510_000000_TAI.npz,1997-05-10,,NF
mdi.fd_M_96m_lev182.19970511_000000_TAI.npz,1997-05-11,,NF
mdi.fd_M_96m_lev182.19970512_000000_TAI.npz,1997-05-12,C1.3,C
mdi.fd_M_96m_lev182.19970514_000000_TAI.npz,1997-05-14,B3.7,NF
mdi.fd_M_96m_lev182.19970515_000000_TAI.npz,1997-05-15,B1.4,NF
mdi.fd_M_96m_lev182.19970516_000000_TAI.npz,1997-05-16,B2.1,NF
mdi.fd_M_96m_lev182.19970517_000000_TAI.npz,1997-05-17,,NF
mdi.fd_M_96m_lev182.19970518_000000_TAI.npz,1997-05-18,B1.9,NF
mdi.fd_M_96m_lev182.19970519_000000_TAI.npz,1997-05-19,B3.1,NF
mdi.fd_M_96m_lev182.19970520_000000_TAI.npz,1997-05-20,C4.2,C
mdi.fd_M_96m_lev182.19970521_000000_TAI.npz,1997-05-21,M1.3,M
mdi.fd_M_96m_lev182.19970523_000000_TAI.npz,1997-05-23,B3.5,NF
mdi.fd_M_96m_lev182.19970525_000000_TAI.npz,1997-05-25,B6.5,NF
mdi.fd_M_96m_lev182.19970527_000000_TAI.npz,1997-05-27,C4.6,C
mdi.fd_M_96m_lev182.19970528_000000_TAI.npz,1997-05-28,C1.2,C
mdi.fd_M_96m_lev182.19970529_000000_TAI.npz,1997-05-29,,NF
mdi.fd_M_96m_lev182.19970530_000000_TAI.npz,1997-05-30,,NF
mdi.fd_M_96m_lev182.19970531_000000_TAI.npz,1997-05-31,B1.7,NF
mdi.fd_M_96m_lev182.19970603_000000_TAI.npz,1997-06-03,B1.3,NF
mdi.fd_M_96m_lev182.19970604_000000_TAI.npz,1997-06-04,,NF
mdi.fd_M_96m_lev182.19970605_000000_TAI.npz,1997-06-05,,NF
mdi.fd_M_96m_lev182.19970606_000000_TAI.npz,1997-06-06,,NF
mdi.fd_M_96m_lev182.19970610_000000_TAI.npz,1997-06-10,,NF
mdi.fd_M_96m_lev182.19970611_000000_TAI.npz,1997-06-11,,NF
mdi.fd_M_96m_lev182.19970612_000000_TAI.npz,1997-06-12,,NF
mdi.fd_M_96m_lev182.19970613_000000_TAI.npz,1997-06-13,B3.1,NF
mdi.fd_M_96m_lev182.19970614_000000_TAI.npz,1997-06-14,,NF
mdi.fd_M_96m_lev182.19970615_000000_TAI.npz,1997-06-15,,NF
mdi.fd_M_96m_lev182.19970616_000000_TAI.npz,1997-06-16,,NF
mdi.fd_M_96m_lev182.19970618_000000_TAI.npz,1997-06-18,,NF
mdi.fd_M_96m_lev182.19970619_000000_TAI.npz,1997-06-19,,NF
mdi.fd_M_96m_lev182.19970620_000000_TAI.npz,1997-06-20,,NF
mdi.fd_M_96m_lev182.19970621_000000_TAI.npz,1997-06-21,,NF
mdi.fd_M_96m_lev182.19970622_000000_TAI.npz,1997-06-22,,NF
mdi.fd_M_96m_lev182.19970623_000000_TAI.npz,1997-06-23,,NF
mdi.fd_M_96m_lev182.19970624_000000_TAI.npz,1997-06-24,,NF
mdi.fd_M_96m_lev182.19970625_000000_TAI.npz,1997-06-25,,NF
mdi.fd_M_96m_lev182.19970626_000000_TAI.npz,1997-06-26,,NF
mdi.fd_M_96m_lev182.19970627_000000_TAI.npz,1997-06-27,,NF
mdi.fd_M_96m_lev182.19970628_000000_TAI.npz,1997-06-28,B2.1,NF
